GeneSet,N_Genes,CPI,SE,t,p.value,q.value
SANSOM_APC_TARGETS_UP,93,0.423120371691955,0.0353153849111079,11.981190995284,7.38207058668037e-21,2.99997229916653e-20
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN,101,0.422585139743002,0.0352742236935126,11.9799982960566,7.42394210712634e-21,3.01229626088532e-20
LEE_RECENT_THYMIC_EMIGRANT,140,0.409589921301158,0.0341933969818055,11.9786262101745,7.47240629754871e-21,3.02725279973674e-20
FRASOR_RESPONSE_TO_ESTRADIOL_DN,71,0.407918542769149,0.0340595441032729,11.9766295618135,7.54349900975582e-21,3.05131611107797e-20
KATSANOU_ELAVL1_TARGETS_DN,95,0.393713317374845,0.0328790612719951,11.974591187924,7.6167779865547e-21,3.07618788961629e-20
GROSS_HYPOXIA_VIA_ELK3_DN,116,0.425211556793989,0.0355189131174112,11.9714123962186,7.73248363059109e-21,3.11809115799261e-20
MCCLUNG_DELTA_FOSB_TARGETS_8WK,33,0.389126598424173,0.0325118565652368,11.9687596936634,7.83038972854668e-21,3.15269858052134e-20
DODD_NASOPHARYNGEAL_CARCINOMA_DN,931,0.41761131903644,0.0348932025858376,11.968271413583,7.84854636564291e-21,3.15513982557201e-20
STONER_ESOPHAGEAL_CARCINOGENESIS_UP,30,0.4093884378021,0.0342147136807001,11.9652744027792,7.96091949706081e-21,3.19539061043564e-20
REACTOME_TRANSCRIPTION,158,0.400947699391279,0.0335176328596746,11.9622916412353,8.07436222601322e-21,3.23283345294e-20
SU_PANCREAS,34,0.379505262053888,0.0317254504341349,11.9621709656031,8.0789858616975e-21,3.23283345294e-20
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,310,0.416222143502405,0.034819168068508,11.9538221787342,8.40540500641867e-21,3.35830040761812e-20
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6,345,0.424052399568685,0.0354766201570853,11.9530101145781,8.43785312013944e-21,3.36610990679569e-20
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS,25,0.404457446884965,0.0338428611171604,11.9510417716982,8.51702613707169e-21,3.39250705215573e-20
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP,76,0.408768880373817,0.034205520586191,11.9503774060039,8.54391704805517e-21,3.39695235893269e-20
TOMLINS_PROSTATE_CANCER_UP,33,0.403693230111693,0.0337815118243242,11.9501232570952,8.55422652287764e-21,3.39695235893269e-20
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN,61,0.397663530637043,0.0333062286657431,11.9396144975747,8.99162696209099e-21,3.56522108572878e-20
VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1,31,0.388585723195841,0.0325626553189184,11.9334777643296,9.25736667064199e-21,3.66501815534218e-20
RAGHAVACHARI_PLATELET_SPECIFIC_GENES,50,0.403044856738894,0.0337897596765347,11.9280178550304,9.50041956240763e-21,3.75429604139307e-20
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS,31,0.414101107009654,0.0347173983989172,11.9277689604348,9.51165076029445e-21,3.75429604139307e-20
REACTOME_DOWNSTREAM_TCR_SIGNALING,27,0.410635620346358,0.0344451922142545,11.9214204929425,9.80267119635375e-21,3.86331860291343e-20
YIH_RESPONSE_TO_ARSENITE_C3,27,0.38074502692037,0.0319414101116066,11.9201070206358,9.86398936231855e-21,3.88162115328644e-20
HINATA_NFKB_TARGETS_FIBROBLAST_UP,70,0.395324194489086,0.0331726915599094,11.9171576347712,1.00030853791567e-20,3.93042917985239e-20
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6,37,0.406090796156939,0.0340813550301621,11.9153359893569,1.0089977991825e-20,3.95860941062727e-20
ODONNELL_TFRC_TARGETS_UP,269,0.40758295694134,0.03420803382041,11.9148314422607,1.01141786510981e-20,3.9621459610683e-20
WIELAND_UP_BY_HBV_INFECTION,84,0.426916222808851,0.0358373843832723,11.912594352397,1.02221848512999e-20,3.99845281514863e-20
LINSLEY_MIR16_TARGETS,140,0.4164317858489,0.0349656115835594,11.9097526680959,1.03610519829003e-20,4.04670428493817e-20
HONMA_DOCETAXEL_RESISTANCE,30,0.386658330858735,0.032471893471713,11.9074771908685,1.04736140391792e-20,4.08455291901624e-20
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN,132,0.418142122448542,0.0351315385604683,11.9021864564468,1.07401019923851e-20,4.18222777584069e-20
PUJANA_XPRSS_INT_NETWORK,134,0.399877434383574,0.0336041545146782,11.8996427721135,1.08706369476745e-20,4.22065389986881e-20
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,292,0.42256449871648,0.0355107165948049,11.8996331033854,1.08711361468449e-20,4.22065389986881e-20
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP,25,0.411786311872705,0.0346259223403701,11.8924286788631,1.12495739859441e-20,4.36109042040536e-20
GENTILE_UV_RESPONSE_CLUSTER_D4,43,0.394523122524028,0.0331802639308559,11.890294885724,1.13641773332876e-20,4.39898199741057e-20
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,41,0.427046987476738,0.0359233415740012,11.8877300597728,1.15034831395584e-20,4.44630926090489e-20
MORI_PRE_BI_LYMPHOCYTE_DN,55,0.384317391474583,0.0323319645167602,11.8866081049718,1.15649586780408e-20,4.46345816435037e-20
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,43,0.400192785220743,0.0336688177042411,11.8861549798445,1.1589880271524e-20,4.46646936904078e-20
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP,99,0.417494253786011,0.0351283481117381,11.8848245427888,1.16633654381869e-20,4.48588989067942e-20
TIEN_INTESTINE_PROBIOTICS_6HR_UP,49,0.416362084263429,0.0350336870007184,11.8846207724266,1.16746616932592e-20,4.48588989067942e-20
REN_ALVEOLAR_RHABDOMYOSARCOMA_DN,329,0.412640798877368,0.0347318298549577,11.8807676013784,1.18903464119236e-20,4.56204614539834e-20
PID_PDGFRB_PATHWAY,102,0.38823530235839,0.0326980135339928,11.8733605010831,1.23162664968893e-20,4.71713032874283e-20
KEGG_LYSOSOME,95,0.419544126155123,0.0353356443001792,11.8731138051725,1.23307124729882e-20,4.71713032874283e-20
REACTOME_TELOMERE_MAINTENANCE,60,0.397900512492605,0.0335167005361789,11.8717089130864,1.24133047534793e-20,4.7417733677639e-20
KEGG_NOTCH_SIGNALING_PATHWAY,30,0.398061646058949,0.0335433593573391,11.8670775284723,1.2689533031307e-20,4.83685089485615e-20
BIOCARTA_TCR_PATHWAY,30,0.403874526641081,0.0340336553770389,11.8669159150492,1.26992827250919e-20,4.83685089485615e-20
IKEDA_MIR1_TARGETS_UP,40,0.406001014399761,0.0342149654088061,11.8661822260754,1.27436388120242e-20,4.84666962982085e-20
KOHOUTEK_CCNT2_TARGETS,36,0.387205067129711,0.0326332194117354,11.8653652354774,1.27932140452705e-20,4.8584418404819e-20
WHITFIELD_CELL_CYCLE_S,105,0.399207558571756,0.0336472859426378,11.8644802214458,1.28471354405448e-20,4.87182795993915e-20
PENG_GLUCOSE_DEPRIVATION_DN,123,0.424678506540269,0.0358011646665864,11.8621422094859,1.2990683930489e-20,4.91911384247398e-20
YEGNASUBRAMANIAN_PROSTATE_CANCER,86,0.424465282543186,0.0357844350656305,11.8617293179198,1.30162012871602e-20,4.92163321133346e-20
CHESLER_BRAIN_QTL_CIS,53,0.432359979796915,0.0364585915491194,11.8589325979423,1.31903727872942e-20,4.98027244602759e-20
MORI_MATURE_B_LYMPHOCYTE_UP,63,0.406939047766483,0.0343172110644141,11.8581619876583,1.32387739628372e-20,4.99132388280958e-20
LANDIS_BREAST_CANCER_PROGRESSION_DN,60,0.396064742831037,0.0334042211828329,11.8567273478174,1.33293575350519e-20,5.01822421485577e-20
RHODES_CANCER_META_SIGNATURE,55,0.411995111429765,0.0347493073730134,11.8562107442097,1.33621281773421e-20,5.01890776983604e-20
LEE_LIVER_CANCER_MYC_TGFA_DN,50,0.40416662599791,0.0340893620360161,11.8560923953608,1.33696469913225e-20,5.01890776983604e-20
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP,258,0.403824050373327,0.0340649573786068,11.8545297410803,1.3469323072031e-20,5.04270977099956e-20
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,302,0.422505899156547,0.0356413016694331,11.8543902541837,1.34782566231352e-20,5.04270977099956e-20
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP,133,0.436544189386958,0.0368261481588285,11.8541908728596,1.34910364896807e-20,5.04270977099956e-20
REACTOME_COMPLEMENT_CASCADE,25,0.381294175865594,0.0321715550206184,11.8519038206648,1.36385040278192e-20,5.09053748334481e-20
NAKAMURA_METASTASIS,29,0.389399680404208,0.0328566864959173,11.8514592289334,1.36673583024771e-20,5.09401968730898e-20
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,215,0.413670441509765,0.0349353396907554,11.8410310353797,1.43620141705888e-20,5.34529172197804e-20
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,117,0.392940266947905,0.0331861474842226,11.8404905882708,1.43989660309723e-20,5.34857170644466e-20
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP,51,0.392670979412789,0.0331639305205777,11.8403028003313,1.44118279403242e-20,5.34857170644466e-20
PID_RHOA_REG_PATHWAY,32,0.407935423360068,0.0344617855750542,11.8373269565974,1.46171948011144e-20,5.4170825619471e-20
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN,142,0.426819116671438,0.036061873841506,11.8357442696221,1.47276121572542e-20,5.45026100968455e-20
GENTILE_UV_HIGH_DOSE_DN,241,0.406133451704309,0.0343171344758206,11.834713413804,1.47999804856634e-20,5.46928457324302e-20
NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON,36,0.413913490428179,0.0349794914702306,11.8330333870188,1.4918687778189e-20,5.50535451390311e-20
WELCSH_BRCA1_TARGETS_DN,109,0.404145767263996,0.034170726775328,11.827251141635,1.53346035778372e-20,5.65084473652221e-20
GNATENKO_PLATELET_SIGNATURE,36,0.419924233369006,0.0355073102912426,11.8264163048299,1.5395607295998e-20,5.66532291047374e-20
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,123,0.398251704767295,0.0336783919994075,11.8251401306304,1.54893318648125e-20,5.68434944965439e-20
DARWICHE_PAPILLOMA_RISK_HIGH_DN,111,0.396144147546286,0.0335002249798039,11.8251190189053,1.5490887154865e-20,5.68434944965439e-20
KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP,95,0.416803063462144,0.0352588634098048,11.8212280020983,1.57802299786234e-20,5.78239045143659e-20
BIOCARTA_NFAT_PATHWAY,34,0.416247094661613,0.0352150664448713,11.8201422482971,1.58619323681679e-20,5.80417693528053e-20
KEGG_TRYPTOPHAN_METABOLISM,27,0.414933267011202,0.0351069753113728,11.8191118241048,1.59398639282809e-20,5.82452450824717e-20
KRIEG_HYPOXIA_VIA_KDM3A,41,0.41967460851793,0.0355090403442288,11.8188102085992,1.59627479111722e-20,5.82472857346131e-20
FIGUEROA_AML_METHYLATION_CLUSTER_7_UP,76,0.398131662898114,0.0336903521146099,11.8173790984352,1.60717784855248e-20,5.85632263529806e-20
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP,258,0.409861386759951,0.0346841202414389,11.8169751432896,1.61026892826602e-20,5.85940255766535e-20
BENPORATH_OCT4_TARGETS,205,0.403617202890145,0.0341580697309976,11.8161595801145,1.61652784676775e-20,5.87398489166721e-20
KAYO_CALORIE_RESTRICTION_MUSCLE_DN,64,0.424286117406107,0.0359164856807814,11.8131300811855,1.63999188392272e-20,5.95095803220359e-20
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP,60,0.387992925858903,0.0328460462586334,11.8124696897704,1.64515195505718e-20,5.96139090381137e-20
GRUETZMANN_PANCREATIC_CANCER_UP,288,0.407737191360856,0.0345187690201299,11.8120432140289,1.64849294728681e-20,5.96521234323339e-20
KANG_GLIS3_TARGETS,30,0.410521486418257,0.0347602701990648,11.8100775416096,1.66398019506037e-20,6.01291458298129e-20
DELYS_THYROID_CANCER_DN,168,0.401138103952202,0.0339752958171017,11.8067582431552,1.69046474470443e-20,6.10016945910631e-20
BORLAK_LIVER_CANCER_EGF_UP,47,0.39787531807764,0.0337052144221611,11.80456273306,1.7082147290532e-20,6.14796836095714e-20
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN,25,0.399485468309644,0.0338416887486532,11.8045370394095,1.70842355756762e-20,6.14796836095714e-20
MARKEY_RB1_ACUTE_LOF_DN,168,0.397629505956982,0.0336859348633152,11.8040216954172,1.71261749928076e-20,6.15457170196074e-20
FISCHER_DREAM_TARGETS,638,0.4137910031765,0.0350845546458921,11.7941073316417,1.79534447303072e-20,6.44299000018866e-20
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP,26,0.390144876868008,0.0330806746966237,11.7937400142515,1.79848532188672e-20,6.44539588571767e-20
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN,54,0.429851258778572,0.0364490648712273,11.7932040313576,1.80307829038145e-20,6.45299212565872e-20
SABATES_COLORECTAL_ADENOMA_UP,94,0.381442286838638,0.0323486649658325,11.7915928599071,1.81695582641884e-20,6.48644210519753e-20
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP,86,0.368183394579807,0.0312243640441635,11.7915418248087,1.81739715557662e-20,6.48644210519753e-20
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP,120,0.404076217374635,0.0342700415102486,11.7909462483083,1.82255540184035e-20,6.49596590628618e-20
MALONEY_RESPONSE_TO_17AAG_UP,32,0.385163765934996,0.0326690007561849,11.7898851210525,1.831782194617e-20,6.51994508288642e-20
BROWN_MYELOID_CELL_DEVELOPMENT_DN,101,0.422402233215467,0.0358297785866645,11.7891388079267,1.83829966374519e-20,6.5342286412959e-20
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,319,0.39345909007264,0.0333789232165344,11.7876507735198,1.85136405777955e-20,6.57171268945148e-20
WESTON_VEGFA_TARGETS_3HR,58,0.414074379443185,0.0351295452370138,11.7870691649859,1.85649566239874e-20,6.58097443369338e-20
REACTOME_ACTIVATED_TLR4_SIGNALLING,62,0.389479748005426,0.0330478181686564,11.7853392323134,1.871843619876e-20,6.62637721066007e-20
PID_NOTCH_PATHWAY,40,0.395640418580851,0.033576996044655,11.7830796434165,1.89208267901539e-20,6.68894811592297e-20
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN,27,0.367047863810934,0.0311622435370367,11.778608410357,1.93278105300765e-20,6.82358019931931e-20
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN,253,0.424537025655245,0.0360443569609839,11.7781828127711,1.93670046588656e-20,6.828177723646e-20
ZHAN_MULTIPLE_MYELOMA_UP,50,0.392064420632863,0.0332909528341623,11.776905953576,1.94850725393619e-20,6.85382870557547e-20
VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP,70,0.392054788516091,0.0332903551639006,11.7768280508232,1.94922993466347e-20,6.85382870557547e-20
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN,54,0.394377466567286,0.0334939236646877,11.7745974020677,1.97003754030744e-20,6.90978374637508e-20
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP,102,0.402422599589106,0.0341773101918096,11.7745544435953,1.9704404397482e-20,6.90978374637508e-20
ZHAN_LATE_DIFFERENTIATION_GENES_UP,25,0.400744357915094,0.034047651229521,11.7701028835619,2.01264231010263e-20,7.04830038531244e-20
PID_INTEGRIN1_PATHWAY,54,0.451387771174991,0.0383559100163971,11.768402078898,2.02900485042231e-20,7.0960772851901e-20
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,104,0.411115925372938,0.0349354210903065,11.76788235385,2.03403143516391e-20,7.1041338880089e-20
REACTOME_GPCR_LIGAND_BINDING,267,0.411080221286866,0.0349386042710443,11.7657882981763,2.0544113123803e-20,7.16572074064197e-20
JISON_SICKLE_CELL_DISEASE_DN,131,0.411103228253315,0.0349414814438512,11.7654779152376,2.05744942938605e-20,7.1667363968868e-20
LE_EGR2_TARGETS_DN,82,0.42991878012172,0.0365567332509655,11.7603172354129,2.10862964402025e-20,7.33521965499846e-20
OUILLETTE_CLL_13Q14_DELETION_UP,47,0.393385473776005,0.0334543673289905,11.7588675316275,2.1232354145901e-20,7.37619333777039e-20
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP,307,0.392334986186086,0.0333687450498093,11.7575589252892,2.1365068139189e-20,7.4124285605245e-20
GAVIN_FOXP3_TARGETS_CLUSTER_P3,107,0.414111524150457,0.0352398922020112,11.7512142709342,2.20204203716752e-20,7.62965162678627e-20
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP,30,0.391801763675822,0.0333425021620633,11.7508206724092,2.20617343984048e-20,7.63382825536313e-20
PEDRIOLI_MIR31_TARGETS_DN,266,0.419645562841652,0.0357152502814287,11.7497584235007,2.21736219810462e-20,7.65724396647102e-20
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_UP,32,0.394010699766655,0.0335348312719731,11.7492972179035,2.22223783225441e-20,7.65724396647102e-20
DAZARD_RESPONSE_TO_UV_NHEK_UP,187,0.40581667806115,0.0345400929441454,11.7491484089922,2.22381326037348e-20,7.65724396647102e-20
CAIRO_HEPATOBLASTOMA_UP,147,0.406886818195281,0.0346314165687339,11.7490665560192,2.22468030915486e-20,7.65724396647102e-20
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP,136,0.406834016982089,0.0346343576501372,11.7465443156697,2.25156476531463e-20,7.73956847523828e-20
PID_ALPHA_SYNUCLEIN_PATHWAY,30,0.396404123411715,0.0337479283491862,11.7460283579532,2.25710438722333e-20,7.7484017714022e-20
ST_ADRENERGIC,26,0.3970548770212,0.0338131782502421,11.7426073965217,2.29418148334275e-20,7.86533441529729e-20
LIN_MELANOMA_COPY_NUMBER_UP,50,0.426164431629003,0.0363061055679205,11.738092669613,2.34405049784745e-20,8.01952506238557e-20
LIEN_BREAST_CARCINOMA_METAPLASTIC,30,0.412356001694204,0.0351300637612948,11.7379804516189,2.3453038032197e-20,8.01952506238557e-20
PID_CD8_TCR_PATHWAY,43,0.413507061166695,0.0352335709540044,11.7361666720216,2.36565452602862e-20,8.07852442200088e-20
RAMALHO_STEMNESS_UP,153,0.384316804259918,0.0327624156696059,11.730417199256,2.43134284745221e-20,8.29199148889258e-20
BIOCARTA_P38MAPK_PATHWAY,32,0.415380852017904,0.0354116989995036,11.7300458253564,2.43564824355069e-20,8.29583063632344e-20
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,44,0.397423741274324,0.0338863803933942,11.7281260689559,2.45802660521958e-20,8.35166765055345e-20
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP,147,0.414948600388569,0.0353807470460428,11.7280904173271,2.45844413784019e-20,8.35166765055345e-20
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS,623,0.402396792015593,0.0343147873538047,11.7266293352384,2.47561692135452e-20,8.39906963304802e-20
DAZARD_RESPONSE_TO_UV_NHEK_DN,217,0.41741615296893,0.035597150894636,11.7261112891995,2.48173462942923e-20,8.40889045218292e-20
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,53,0.42239712247977,0.0360272386438044,11.7243823945527,2.50226152497409e-20,8.46744529008742e-20
ZHANG_TLX_TARGETS_36HR_DN,127,0.41112576213074,0.0350730635046485,11.7219803760869,2.53106347467819e-20,8.55381425574533e-20
PID_ATF2_PATHWAY,45,0.408624655244069,0.0348608501823004,11.7215917887033,2.53575409012558e-20,8.55858010496461e-20
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN,29,0.378205992315672,0.0322679205142318,11.7208046347103,2.5452825345688e-20,8.57964099830749e-20
KEGG_SPLICEOSOME,88,0.406539137605686,0.0346911483626763,11.7188146484962,2.5695317554515e-20,8.65020432254576e-20
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN,143,0.416021671105383,0.0355055754536357,11.7170800864399,2.59085754781106e-20,8.71075688432867e-20
MARSON_BOUND_BY_E2F4_UNSTIMULATED,495,0.405057025636731,0.0345742308954641,11.7155758825534,2.60949494846943e-20,8.75898050631398e-20
PID_MTOR_4PATHWAY,54,0.393320473410625,0.0335729979361671,11.7153813358715,2.61191522955626e-20,8.75898050631398e-20
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP,119,0.409565743081776,0.0349613372990114,11.714819132315,2.61892206031474e-20,8.76082205174905e-20
QI_PLASMACYTOMA_UP,201,0.414797451601763,0.0354079887480368,11.7147984471375,2.61918022244701e-20,8.76082205174905e-20
RUTELLA_RESPONSE_TO_HGF_UP,313,0.409036854727107,0.0349173653395389,11.7144249215141,2.62384642048523e-20,8.76519245972595e-20
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP,29,0.399708424869747,0.0341260769058391,11.7126977698792,2.64553125828127e-20,8.82633126963662e-20
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN,70,0.417444482282432,0.0356415512474293,11.7122983616641,2.65057148661493e-20,8.8318531399468e-20
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,36,0.404334116960156,0.0345339663327599,11.708302286048,2.70153259079108e-20,8.99017669563003e-20
RAO_BOUND_BY_SALL4_ISOFORM_B,337,0.401027016707297,0.0342601035383272,11.7053649957205,2.73961729573694e-20,9.10530130519448e-20
MEISSNER_NPC_HCP_WITH_H3K4ME2,300,0.403110861953815,0.0344494594838307,11.701514856656,2.79035527438189e-20,9.26213347437958e-20
MARTENS_BOUND_BY_PML_RARA_FUSION,318,0.431887538143628,0.0369162933197363,11.6991035476666,2.82261125875715e-20,9.35729704459646e-20
CROONQUIST_NRAS_SIGNALING_DN,61,0.402977987637716,0.0344461477467151,11.6987824183082,2.82693513895109e-20,9.35973829634949e-20
REACTOME_TRANSLATION,121,0.41252664653562,0.0352742594748977,11.6948350632048,2.88063098495429e-20,9.5184914815303e-20
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP,62,0.394003672430583,0.0336907250384355,11.6947222709244,2.88218024929434e-20,9.5184914815303e-20
BENPORATH_CYCLING_GENES,472,0.418808371354043,0.0358314462689159,11.6882910115008,2.97191451940069e-20,9.80243360444552e-20
WOO_LIVER_CANCER_RECURRENCE_UP,81,0.394259745759194,0.0337355213584738,11.6867838374214,2.99334626920096e-20,9.86065709134507e-20
BILANGES_SERUM_RESPONSE_TRANSLATION,30,0.403535884213277,0.0345318268582694,11.6859118363337,3.00581673616658e-20,9.88925077510542e-20
SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN,25,0.393236471617394,0.0336518601516491,11.6854304589794,3.01272322616301e-20,9.899489794785e-20
MACAEVA_PBMC_RESPONSE_TO_IR,68,0.419401695779259,0.03589405182339,11.6844344528962,3.02706388711463e-20,9.93410022827934e-20
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,25,0.430684282071809,0.0368626450076741,11.6834883113284,3.04075003877457e-20,9.96647845623473e-20
MORI_PLASMA_CELL_UP,33,0.414010984944633,0.0354370668224874,11.6829924727831,3.0479472396441e-20,9.97753368661413e-20
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,117,0.414046916904419,0.0354419729617811,11.6823890518428,3.05672909005007e-20,9.99374210017623e-20
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D,460,0.408461605676768,0.0349665483890721,11.681496301317,3.06976828202851e-20,1.00238115742333e-19
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN,64,0.406885896686358,0.0348379431264157,11.6793891995833,3.10076565571879e-20,1.01123719947129e-19
AMIT_SERUM_RESPONSE_60_MCF10A,45,0.389931851039338,0.033398913703273,11.6749860340855,3.16655810659183e-20,1.03140450687866e-19
KAAB_HEART_ATRIUM_VS_VENTRICLE_DN,196,0.435713506348325,0.0373237996554967,11.6738786074841,3.18332471878017e-20,1.03554901425158e-19
PID_P73PATHWAY,59,0.395475141444496,0.0338776720075234,11.6736221236415,3.18722061496365e-20,1.03554901425158e-19
REACTOME_METABOLISM_OF_NON_CODING_RNA,33,0.386894570442525,0.0331471500776908,11.6720312164308,3.21149304248203e-20,1.04213748107408e-19
WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN,39,0.399225860109514,0.0342078134910612,11.6706044428661,3.23341904780295e-20,1.04794910505812e-19
KYNG_DNA_DAMAGE_DN,156,0.418058320657157,0.035825085069723,11.669429949532,3.25158082431397e-20,1.05047780119897e-19
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,48,0.415633215543874,0.0356174757031529,11.6693619449029,3.25263554403086e-20,1.05047780119897e-19
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN,117,0.390760914925523,0.0334861796017928,11.6693190914081,3.25330035787187e-20,1.05047780119897e-19
WINTER_HYPOXIA_UP,59,0.418651373763853,0.0358824926352096,11.667287945126,3.2849677548674e-20,1.05939194962287e-19
HENDRICKS_SMARCA4_TARGETS_DN,37,0.40647296941021,0.0348500940039954,11.6634683786968,3.34535855728264e-20,1.07753586122845e-19
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP,125,0.417678866472051,0.0358150055802472,11.6621192627263,3.36695455421301e-20,1.08315467718147e-19
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP,60,0.413187282467436,0.035432482938691,11.6612567959851,3.38083376482591e-20,1.08549617928952e-19
RIGGINS_TAMOXIFEN_RESISTANCE_UP,52,0.404067580320067,0.0346507484848558,11.6611501335004,3.38255421143112e-20,1.08549617928952e-19
BHAT_ESR1_TARGETS_VIA_AKT1_UP,180,0.404733352148384,0.0347099888273846,11.6604287647903,3.39421284759832e-20,1.08789942498575e-19
LINDSTEDT_DENDRITIC_CELL_MATURATION_A,56,0.408509658475985,0.0350352229023421,11.6599702994519,3.40164343708105e-20,1.08894327942877e-19
DARWICHE_SKIN_TUMOR_PROMOTER_DN,115,0.409306821544412,0.0351053926195086,11.6593717090905,3.41136968567845e-20,1.090718567394e-19
RICKMAN_METASTASIS_UP,210,0.416538837799232,0.0357302175652148,11.6578869702924,3.43561524161556e-20,1.09712609123317e-19
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP,247,0.374786371923945,0.0321526380969929,11.6564734375248,3.45885870140314e-20,1.10319833153555e-19
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,61,0.40106630635947,0.0344122299198359,11.6547607433103,3.48723299452307e-20,1.11089021766919e-19
WOO_LIVER_CANCER_RECURRENCE_DN,63,0.385422774737032,0.0330759929800771,11.6526441086497,3.52262235724461e-20,1.12079533293307e-19
WATANABE_COLON_CANCER_MSI_VS_MSS_DN,50,0.406084024008544,0.0348581287277319,11.6496220201711,3.57377621186283e-20,1.13568600934837e-19
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP,145,0.376054148059199,0.0322811364984088,11.6493466107594,3.57847487726578e-20,1.13579573659202e-19
STEIN_ESR1_TARGETS,63,0.418504314796541,0.0359383319001122,11.6450678890646,3.65227419200796e-20,1.1578108586815e-19
APPIERTO_RESPONSE_TO_FENRETINIDE_UP,31,0.410696442689756,0.0352756972177719,11.6424755591463,3.69772775608173e-20,1.16952318221547e-19
